,qid,title,category,sub_category,cve_id,cvss,publish_date
148,670664,EulerOS Security Update for php (EulerOS-SA-2021-2423),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2019-11038,CVE-2020-7071",5.3,9/28/2021
149,670665,EulerOS Security Update for pki-core (EulerOS-SA-2021-2424),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2020-25715,CVE-2019-10221",6.1,9/28/2021
150,670666,EulerOS Security Update for poppler (EulerOS-SA-2021-2425),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2019-9903,CVE-2018-18897,CVE-2018-19058,CVE-2018-19060,CVE-2018-19059,CVE-2018-20650,CVE-2019-10871,CVE-2018-20662",6.5,9/28/2021
151,670667,EulerOS Security Update for postgresql (EulerOS-SA-2021-2426),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-32027,8.8,9/28/2021
152,670668,EulerOS Security Update for python (EulerOS-SA-2021-2427),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2021-3177,CVE-2021-23336",9.8,9/28/2021
153,670669,EulerOS Security Update for python-cryptography (EulerOS-SA-2021-2428),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2016-9243,7.5,9/28/2021
154,670670,EulerOS Security Update for python-ecdsa (EulerOS-SA-2021-2429),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2019-14859,9.1,9/28/2021
155,670671,EulerOS Security Update for perl-Data-Dumper (EulerOS-SA-2021-2420),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2014-4330,7.3,9/28/2021
156,670672,EulerOS Security Update for python-jinja2 (EulerOS-SA-2021-2430),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2019-10906,8.6,9/28/2021
157,670673,EulerOS Security Update for python-lxml (EulerOS-SA-2021-2431),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2020-27783,6.1,9/28/2021
158,670674,EulerOS Security Update for python-pillow (EulerOS-SA-2021-2432),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2021-28675,CVE-2021-28676,CVE-2021-28677,CVE-2021-25290",7.5,9/28/2021
159,670675,EulerOS Security Update for squid (EulerOS-SA-2021-2433),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2020-14058,CVE-2020-25097,CVE-2021-31808,CVE-2021-28651,CVE-2021-31806,CVE-2021-33620,CVE-2021-31807",8.6,9/28/2021
160,670676,EulerOS Security Update for tar (EulerOS-SA-2021-2434),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-20193,5.5,9/28/2021
161,670678,EulerOS Security Update for unbound (EulerOS-SA-2021-2436),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2020-28935,CVE-2019-25041,CVE-2019-25033,CVE-2019-25034,CVE-2019-25035,CVE-2019-25040,CVE-2019-25039,CVE-2019-25036,CVE-2019-25038,CVE-2019-25042,CVE-2019-25037,CVE-2019-25031,CVE-2019-25032",9.8,9/28/2021
162,670679,EulerOS Security Update for velocity (EulerOS-SA-2021-2437),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2020-13936,8.8,9/28/2021
163,670680,EulerOS Security Update for wireshark (EulerOS-SA-2021-2438),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2019-10901,CVE-2019-10894,CVE-2019-10895,CVE-2019-10899,CVE-2019-10903",7.5,9/28/2021
164,670682,EulerOS Security Update for xorg-x11-server (EulerOS-SA-2021-2440),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-3472,7.8,9/28/2021
165,670683,EulerOS Security Update for python-pygments (EulerOS-SA-2021-2441),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2021-27291,CVE-2021-20270",7.5,9/28/2021
166,670684,EulerOS Security Update for qpdf (EulerOS-SA-2021-2442),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2017-18186,CVE-2017-9210,CVE-2017-9209,CVE-2017-9208",5.5,9/28/2021
167,670685,EulerOS Security Update for rpm (EulerOS-SA-2021-2443),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2021-20271,CVE-2021-3421",7,9/28/2021
168,670686,EulerOS Security Update for rsync (EulerOS-SA-2021-2444),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2014-9512,7.3,9/28/2021
169,670687,EulerOS Security Update for ruby (EulerOS-SA-2021-2445),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2015-9096,6.1,9/28/2021
170,670688,EulerOS Security Update for samba (EulerOS-SA-2021-2446),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2020-10730,CVE-2021-20277,CVE-2020-27840,CVE-2021-20254",7.5,9/28/2021
171,670689,EulerOS Security Update for screen (EulerOS-SA-2021-2447),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-26937,9.8,9/28/2021
172,670690,EulerOS Security Update for slapi-nis (EulerOS-SA-2021-2448),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-3480,7.5,9/28/2021
173,670691,EulerOS Security Update for soundtouch (EulerOS-SA-2021-2449),EulerOS,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2018-17096,CVE-2017-9260,CVE-2017-9258,CVE-2017-9259,CVE-2018-14044,CVE-2018-1000223",8.8,9/28/2021
174,670692,EulerOS Security Update for spamassassin (EulerOS-SA-2021-2450),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2018-11805,CVE-2020-1946",9.8,9/28/2021
175,670693,EulerOS Security Update for spice (EulerOS-SA-2021-2451),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-20201,5.3,9/28/2021
176,670694,EulerOS Security Update for spice-vdagent (EulerOS-SA-2021-2452),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2020-25650,CVE-2020-25651,CVE-2020-25652,CVE-2020-25653",6.4,9/28/2021
177,751163,SUSE Enterprise Linux Security Update for the Linux Kernel (SUSE-SU-2021:3206-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-3653,CVE-2021-3759,CVE-2021-35477,CVE-2021-3732,CVE-2021-38160,CVE-2021-38204,CVE-2020-12770,CVE-2021-34556,CVE-2018-9517,CVE-2021-3656,CVE-2021-3753,CVE-2021-38198,CVE-2019-3874,CVE-2021-3640,CVE-2021-3679,CVE-2019-3900",7.8,9/28/2021
178,751164,SUSE Enterprise Linux Security Update for the Linux Kernel (Live Patch 40 for SLE 12 SP3) (SUSE-SU-2021:3196-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-3653,CVE-2021-38198",5.5,9/28/2021
179,751165,SUSE Enterprise Linux Security Update for xen (SUSE-SU-2021:3213-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-28701,7.8,9/28/2021
180,751166,SUSE Enterprise Linux Security Update for hivex (SUSE-SU-2021:3210-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-3622,4.2,9/28/2021
181,751167,SUSE Enterprise Linux Security Update for gd (SUSE-SU-2021:3214-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-40812,6.5,9/28/2021
182,751168,SUSE Enterprise Linux Security Update for sqlite3 (SUSE-SU-2021:3215-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2015-3415,CVE-2019-19924,CVE-2019-16168,CVE-2019-20218,CVE-2019-19925,CVE-2019-19244,CVE-2017-10989,CVE-2019-19880,CVE-2019-8457,CVE-2020-9327,CVE-2018-8740,CVE-2019-19603,CVE-2019-19923,CVE-2020-13630,CVE-2015-3414,CVE-2019-19317,CVE-2020-13632,CVE-2016-6153,CVE-2020-13435,CVE-2019-19646,CVE-2019-19959,CVE-2018-20346,CVE-2020-13434,CVE-2020-13631,CVE-2017-2518,CVE-2020-15358,CVE-2019-19645,CVE-2019-19926",9.8,9/28/2021
183,751169,SUSE Enterprise Linux Security Update for ffmpeg (SUSE-SU-2021:3212-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-38171,9.8,9/28/2021
184,670597,EulerOS Security Update for binutils (EulerOS-SA-2021-2355),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2020-16592,CVE-2018-17358,CVE-2018-18309,CVE-2018-17359,CVE-2019-1010180",7.8,9/28/2021
185,670598,EulerOS Security Update for blktrace (EulerOS-SA-2021-2356),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2018-10689,5.5,9/28/2021
186,670599,EulerOS Security Update for bluez (EulerOS-SA-2021-2357),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2020-27153,8.6,9/28/2021
187,670600,EulerOS Security Update for cairo (EulerOS-SA-2021-2358),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2020-35492,7.8,9/28/2021
188,670601,EulerOS Security Update for cifs-utils (EulerOS-SA-2021-2359),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-20208,6.1,9/28/2021
189,670602,EulerOS Security Update for compat-libtiff3 (EulerOS-SA-2021-2360),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2017-5563,CVE-2020-35523",8.8,9/28/2021
190,670603,EulerOS Security Update for compat-openldap (EulerOS-SA-2021-2361),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2020-36222,CVE-2020-36223,CVE-2020-36224,CVE-2020-36225,CVE-2020-36226,CVE-2020-36227",7.5,9/28/2021
191,670604,EulerOS Security Update for cpio (EulerOS-SA-2021-2362),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2016-2037,6.5,9/28/2021
192,670605,EulerOS Security Update for cups (EulerOS-SA-2021-2363),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-25317,3.3,9/28/2021
193,670606,EulerOS Security Update for curl (EulerOS-SA-2021-2364),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-22898,3.1,9/28/2021
194,670607,EulerOS Security Update for dhcp (EulerOS-SA-2021-2365),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-25217,7.4,9/28/2021
195,670608,EulerOS Security Update for evince (EulerOS-SA-2021-2366),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2019-1010006,7.8,9/28/2021
196,670609,EulerOS Security Update for exiv2 (EulerOS-SA-2021-2367),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2021-29458,CVE-2021-29473,CVE-2021-32617,CVE-2019-17402,CVE-2018-10999,CVE-2018-16336,CVE-2018-19607,CVE-2018-11531",9.8,9/28/2021
197,670610,EulerOS Security Update for fence-agents (EulerOS-SA-2021-2368),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2019-10153,5,9/28/2021
198,670611,EulerOS Security Update for flac (EulerOS-SA-2021-2369),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2020-0499,4.3,9/28/2021
199,670612,EulerOS Security Update for freerdp (EulerOS-SA-2021-2370),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2020-11042,CVE-2020-11526",5.9,9/28/2021
200,670613,EulerOS Security Update for gegl (EulerOS-SA-2021-2371),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2018-10114,8.8,9/28/2021
201,670614,EulerOS Security Update for ghostscript (EulerOS-SA-2021-2372),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2016-7976,CVE-2016-9601,CVE-2017-7976,CVE-2017-9726,CVE-2017-9727,CVE-2017-9739,CVE-2017-9612,CVE-2017-9216",8.8,9/28/2021
202,670615,EulerOS Security Update for glib2 (EulerOS-SA-2021-2373),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2020-35457,CVE-2021-27218,CVE-2021-27219,CVE-2021-28153",7.8,9/28/2021
203,670616,EulerOS Security Update for glibc (EulerOS-SA-2021-2374),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2021-3326,CVE-2016-10228,CVE-2020-27618,CVE-2021-33574",9.8,9/28/2021
204,670617,EulerOS Security Update for graphviz (EulerOS-SA-2021-2375),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2020-18032,7.8,9/28/2021
205,670618,EulerOS Security Update for grub2 (EulerOS-SA-2021-2376),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2020-25647,CVE-2021-20225,CVE-2020-25632,CVE-2021-20233,CVE-2020-14372,CVE-2020-27779",8.2,9/28/2021
206,670619,EulerOS Security Update for gstreamer1-plugins-good (EulerOS-SA-2021-2377),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-3497,7.8,9/28/2021
207,670620,EulerOS Security Update for gstreamer-plugins-base (EulerOS-SA-2021-2378),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-3522,5.5,9/28/2021
208,670621,EulerOS Security Update for gstreamer-plugins-good (EulerOS-SA-2021-2379),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-3497,7.8,9/28/2021
209,670622,EulerOS Security Update for hivex (EulerOS-SA-2021-2380),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-3504,5.4,9/28/2021
210,670624,EulerOS Security Update for hunspell (EulerOS-SA-2021-2382),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2019-16707,6.5,9/28/2021
211,670625,EulerOS Security Update for ibus (EulerOS-SA-2021-2383),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2019-14822,7.1,9/28/2021
212,670626,EulerOS Security Update for icedtea-web (EulerOS-SA-2021-2384),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2019-10181,8.1,9/28/2021
213,670627,EulerOS Security Update for ImageMagick (EulerOS-SA-2021-2385),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2021-20309,CVE-2021-20311,CVE-2021-20312,CVE-2021-20313,CVE-2019-11472,CVE-2019-15139,CVE-2021-20176",7.5,9/28/2021
214,670628,EulerOS Security Update for irssi (EulerOS-SA-2021-2386),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2019-5882,9.8,9/28/2021
215,670629,EulerOS Security Update for jasper (EulerOS-SA-2021-2387),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2021-26926,CVE-2017-5503,CVE-2017-5504,CVE-2017-5505,CVE-2021-3443,CVE-2021-3467",7.1,9/28/2021
216,670630,EulerOS Security Update for java-1.7.0-openjdk (EulerOS-SA-2021-2388),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2019-2958,5.9,9/28/2021
217,670632,EulerOS Security Update for jbigkit (EulerOS-SA-2021-2390),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2017-9937,6.5,9/28/2021
218,670633,EulerOS Security Update for junit (EulerOS-SA-2021-2391),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2020-15250,5.5,9/28/2021
219,670635,EulerOS Security Update for lasso (EulerOS-SA-2021-2393),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-28091,7.5,9/28/2021
220,670636,EulerOS Security Update for libexif (EulerOS-SA-2021-2394),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2020-0452,9.8,9/28/2021
221,670637,EulerOS Security Update for libgcrypt (EulerOS-SA-2021-2395),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-33560,7.5,9/28/2021
222,670638,EulerOS Security Update for libjpeg-turbo (EulerOS-SA-2021-2396),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2020-17541,CVE-2020-14152,CVE-2019-2201",8.8,9/28/2021
223,670639,EulerOS Security Update for libldb (EulerOS-SA-2021-2397),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2021-20277,CVE-2020-27840",7.5,9/28/2021
224,670640,EulerOS Security Update for libmspack (EulerOS-SA-2021-2398),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2018-18586,5.3,9/28/2021
225,670641,EulerOS Security Update for libplist (EulerOS-SA-2021-2399),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2017-5209,CVE-2017-6440",9.1,9/28/2021
226,43868,Hewlett Packard Enterprise (HPE) ArubaOS Remote Path Traversal Vulnerability (ARUBA-PSA-2021-016),Hardware,"SNMP Authenticated Discovery, Patch Available",CVE-2021-37733,4.9,9/28/2021
227,198507,Ubuntu Security Notification for Linux kernel (Raspberry Pi) Vulnerabilities (USN-5073-3),Ubuntu,"Unix Authenticated Discovery, Patch Available","CVE-2021-3612,CVE-2021-38160,CVE-2021-34693",7.8,9/28/2021
228,198508,Ubuntu Security Notification for curl Vulnerabilities (USN-5079-3),Ubuntu,"Unix Authenticated Discovery, Patch Available",,4.2,9/28/2021
229,198510,Ubuntu Security Notification for Linux kernel Vulnerability (USN-5086-1),Ubuntu,"Unix Authenticated Discovery, Patch Available",,4.2,9/28/2021
230,198511,Ubuntu Security Notification for LibTIFF Vulnerability (USN-5084-1),Ubuntu,"Unix Authenticated Discovery, Patch Available",CVE-2020-19143,6.5,9/28/2021
231,198512,Ubuntu Security Notification for Linux kernel (Raspberry Pi) Vulnerabilities (USN-5071-3),Ubuntu,"Unix Authenticated Discovery, Patch Available","CVE-2021-3612,CVE-2021-22543",7.8,9/28/2021
232,198513,Ubuntu Security Notification for WebKitGTK Vulnerabilities (USN-5087-1),Ubuntu,"Unix Authenticated Discovery, Patch Available",CVE-2021-30858,8.8,9/28/2021
237,375877,"Kibana Multiple Security Vulnerabilities (ESA-2021-21, ESA-2021-22, ESA-2021-24)",Local,"Remote Discovery, Unix Authenticated Discovery, Patch Available","CVE-2021-22150,CVE-2021-22151,CVE-2021-22930,CVE-2021-3672,CVE-2021-22931,CVE-2021-22930,CVE-2021-22939",9.8,9/28/2021
238,670594,EulerOS Security Update for avahi (EulerOS-SA-2021-2352),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-3468,5.5,9/28/2021
239,670595,EulerOS Security Update for babel (EulerOS-SA-2021-2353),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-20095,7.8,9/28/2021
240,670596,EulerOS Security Update for bind (EulerOS-SA-2021-2354),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2020-8625,CVE-2021-25214,CVE-2021-25215",8.1,9/28/2021
241,216265,VMware vCenter Server 7.0 Update 7.0 U2c (VMSA-2021-0020),VMware,"Remote Discovery, Unix Authenticated Discovery, Patch Available","CVE-2021-21991,CVE-2021-21992,CVE-2021-21993,CVE-2021-22005,CVE-2021-22006,CVE-2021-22007,CVE-2021-22008,CVE-2021-22009,CVE-2021-22010,CVE-2021-22014,CVE-2021-22015,CVE-2021-22019,CVE-2021-22020",9.8,9/22/2021
243,730059,"Atlassian Jira Server Multiple Security Vulnerabilities (JRASERVER-72346, JRASERVER-72211)",CGI,"Remote Discovery, Patch Available","CVE-2021-25329,CVE-2021-25122",7.5,4/26/2021
244,751136,SUSE Enterprise Linux Security Update for ghostscript (SUSE-SU-2021:3044-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-3781,9.8,9/20/2021
246,375630,Hewlett Packard Enterprise (HPE) System Management Homepage Cross-Site Scripting (XSS) Vulnerability,Local,"Authenticated Discovery, Patch Available, Exploit Available","CVE-2020-11022,CVE-2020-11023",6.1,6/21/2021
247,43828,Hewlett Packard Enterprise (HPE) ArubaOS Multiple Vulnerabilities (ARUBA-PSA-2021-011),Hardware,"SNMP Authenticated Discovery, Patch Available","CVE-2020-26146,CVE-2020-24588",5.3,6/1/2021
248,730080,Hewlett Packard Enterprise (HPE) Edgeline Infrastructure Manager Authentication Bypass Vulnerability (HPESBGN04124),CGI,"Remote Discovery, Patch Available",CVE-2021-29203,9.8,5/20/2021
249,730100,"Hewlett Packard Enterprise (HPE) Integrated Lights-Out 5 (iLO 5) and Integrated Lights-Out 4 (iLO 4) Multiple Vulnerabilities (HPESBHF04133, HPESBHF04134, HPESBHF04121)",CGI,"Remote Discovery, Patch Available","CVE-2021-29201,CVE-2021-29204,CVE-2021-29205,CVE-2021-29206,CVE-2021-29207,CVE-2021-29211,CVE-2021-29202,CVE-2021-29208,CVE-2021-29209,CVE-2021-29210",6.7,6/2/2021
250,43835,Hewlett Packard Enterprise (HPE) Switches And Routers Open Secure Sockets Layer (OpenSSL) Multiple Remote Vulnerabilities (HPESBHF03838),Hardware,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2017-3730,CVE-2017-3731,CVE-2017-3732",7.5,7/6/2021
251,43836,Hewlett Packard Enterprise (HPE) Routers And Switches Remote Unauthorized Disclosure Of Information (HPESBHF03836),Hardware,"Unix Authenticated Discovery, Patch Available",CVE-2009-3238,7.5,7/19/2021
252,43837,"Hewlett Packard Enterprise (HPE) Comware 5 And Comware 7 Switches And Routers using NTP, Remote Denial Of Service (HPESBHF03886)",Hardware,"Unix Authenticated Discovery, Patch Available","CVE-2014-9750,CVE-2014-9751,CVE-2015-3405,CVE-2015-3408",7.5,7/19/2021
253,43855,Hewlett Packard Enterprise (HPE) ArubaOS Sudo Privilege Escalation Vulnerability (ARUBA-PSA-2021-015),Hardware,"SNMP Authenticated Discovery, Patch Available, Exploit Available","CVE-2021-3156,CVE-2021-37715",7.8,9/6/2021
